"gene_id"	"GO.ID"	"GO.names"
"FBgn0004374"	"FBgn0004374"	"GO:0000070, GO:0000792, GO:0003682, GO:0003777, GO:0005524, GO:0005871, GO:0005874, GO:0007018, GO:0007059, GO:0007076, GO:0008017, GO:0008157, GO:0008574, GO:0016887, GO:0030705, GO:0030707, GO:0045448, GO:0048477, GO:0051321, GO:0051726"	"mitotic sister chromatid segregation, heterochromatin, chromatin binding, microtubule motor activity, ATP binding, kinesin complex, microtubule, microtubule-based movement, chromosome segregation, mitotic chromosome condensation, microtubule binding, protein phosphatase 1 binding, ATP-dependent microtubule motor activity, plus-end-directed, ATPase activity, cytoskeleton-dependent intracellular transport, ovarian follicle cell development, mitotic cell cycle, embryonic, oogenesis, meiotic cell cycle, regulation of cell cycle"
"FBgn0004378"	"FBgn0004378"	"GO:0000278, GO:0001578, GO:0003774, GO:0003777, GO:0005515, GO:0005524, GO:0005634, GO:0005737, GO:0005783, GO:0005794, GO:0005813, GO:0005818, GO:0005819, GO:0005871, GO:0005874, GO:0005875, GO:0005876, GO:0007018, GO:0007030, GO:0007052, GO:0007100, GO:0008017, GO:0008574, GO:0009306, GO:0016887, GO:0031535, GO:0042998, GO:0045169, GO:0045478, GO:0051299, GO:0072686, GO:0090307, GO:0097431, GO:1990498"	"mitotic cell cycle, microtubule bundle formation, motor activity, microtubule motor activity, protein binding, ATP binding, nucleus, cytoplasm, endoplasmic reticulum, Golgi apparatus, centrosome, aster, spindle, kinesin complex, microtubule, microtubule associated complex, spindle microtubule, microtubule-based movement, Golgi organization, mitotic spindle organization, mitotic centrosome separation, microtubule binding, ATP-dependent microtubule motor activity, plus-end-directed, protein secretion, ATPase activity, plus-end directed microtubule sliding, positive regulation of Golgi to plasma membrane protein transport, fusome, fusome organization, centrosome separation, mitotic spindle, mitotic spindle assembly, mitotic spindle pole, mitotic spindle microtubule"
"FBgn0004379"	"FBgn0004379"	"GO:0000070, GO:0000776, GO:0003774, GO:0003777, GO:0005524, GO:0005634, GO:0005737, GO:0005828, GO:0005871, GO:0005874, GO:0005875, GO:0005876, GO:0007018, GO:0007019, GO:0007052, GO:0007054, GO:0007059, GO:0007060, GO:0007100, GO:0007110, GO:0007141, GO:0008017, GO:0008574, GO:0016346, GO:0016887, GO:0031134, GO:0051225, GO:0051231, GO:0055047, GO:0061673, GO:0072686, GO:1990023"	"mitotic sister chromatid segregation, kinetochore, motor activity, microtubule motor activity, ATP binding, nucleus, cytoplasm, kinetochore microtubule, kinesin complex, microtubule, microtubule associated complex, spindle microtubule, microtubule-based movement, microtubule depolymerization, mitotic spindle organization, spindle assembly involved in male meiosis I, chromosome segregation, male meiosis chromosome segregation, mitotic centrosome separation, meiosis I cytokinesis, male meiosis I, microtubule binding, ATP-dependent microtubule motor activity, plus-end-directed, male meiotic chromosome movement towards spindle pole, ATPase activity, sister chromatid biorientation, spindle assembly, spindle elongation, generative cell mitosis, mitotic spindle astral microtubule, mitotic spindle, mitotic spindle midzone"
"FBgn0004380"	"FBgn0004380"	"GO:0003777, GO:0005524, GO:0005737, GO:0005871, GO:0005874, GO:0005929, GO:0007018, GO:0007288, GO:0007411, GO:0007605, GO:0007608, GO:0008017, GO:0008089, GO:0016887, GO:0030951, GO:0042307, GO:0060271, GO:0090263, GO:0098840, GO:1905515, GO:1990939"	"microtubule motor activity, ATP binding, cytoplasm, kinesin complex, microtubule, cilium, microtubule-based movement, sperm axoneme assembly, axon guidance, sensory perception of sound, sensory perception of smell, microtubule binding, anterograde axonal transport, ATPase activity, establishment or maintenance of microtubule cytoskeleton polarity, positive regulation of protein import into nucleus, cilium assembly, positive regulation of canonical Wnt signaling pathway, protein transport along microtubule, non-motile cilium assembly, ATP-dependent microtubule motor activity"
"FBgn0004381"	"FBgn0004381"	"GO:0003774, GO:0003777, GO:0005524, GO:0005871, GO:0005874, GO:0005875, GO:0007018, GO:0007608, GO:0008017, GO:0008089, GO:0016887, GO:0030951"	"motor activity, microtubule motor activity, ATP binding, kinesin complex, microtubule, microtubule associated complex, microtubule-based movement, sensory perception of smell, microtubule binding, anterograde axonal transport, ATPase activity, establishment or maintenance of microtubule cytoskeleton polarity"
"FBgn0004387"	"FBgn0004387"	"GO:0003777, GO:0005524, GO:0005768, GO:0005769, GO:0005871, GO:0005874, GO:0007018, GO:0008017, GO:0008574, GO:0016887, GO:0032266, GO:0045022, GO:0045167, GO:0140024, GO:1901981"	"microtubule motor activity, ATP binding, endosome, early endosome, kinesin complex, microtubule, microtubule-based movement, microtubule binding, ATP-dependent microtubule motor activity, plus-end-directed, ATPase activity, phosphatidylinositol-3-phosphate binding, early endosome to late endosome transport, asymmetric protein localization involved in cell fate determination, plus-end-directed endosome transport along mitotic spindle midzone microtubule, phosphatidylinositol phosphate binding"
"FBgn0004389"	"FBgn0004389"	"GO:0001725, GO:0005546, GO:0005547, GO:0005884, GO:0007015, GO:0016476, GO:0061572"	"stress fiber, phosphatidylinositol-4,5-bisphosphate binding, phosphatidylinositol-3,4,5-trisphosphate binding, actin filament, actin filament organization, regulation of embryonic cell shape, actin filament bundle organization"
"FBgn0004390"	"FBgn0004390"	"GO:0005886, GO:0007476, GO:0008595, GO:0030948, GO:0035556, GO:0042059, GO:0043087, GO:0045677, GO:0045678, GO:0045792, GO:0045873, GO:0120177"	"plasma membrane, imaginal disc-derived wing morphogenesis, anterior/posterior axis specification, embryo, negative regulation of vascular endothelial growth factor receptor signaling pathway, intracellular signal transduction, negative regulation of epidermal growth factor receptor signaling pathway, regulation of GTPase activity, negative regulation of R7 cell differentiation, positive regulation of R7 cell differentiation, negative regulation of cell size, negative regulation of sevenless signaling pathway, negative regulation of torso signaling pathway"
"FBgn0004391"	"FBgn0004391"	"GO:0000278, GO:0005680, GO:0007091, GO:0031145, GO:0048749, GO:0061630, GO:0070979"	"mitotic cell cycle, anaphase-promoting complex, metaphase/anaphase transition of mitotic cell cycle, anaphase-promoting complex-dependent catabolic process, compound eye development, ubiquitin protein ligase activity, protein K11-linked ubiquitination"
"FBgn0004394"	"FBgn0004394"	"GO:0001228, GO:0003677, GO:0005634, GO:0006355, GO:0007398, GO:0007417, GO:0014019, GO:0030154, GO:0043565, GO:0045944, GO:0048699, GO:2000177"	"DNA-binding transcription activator activity, RNA polymerase II-specific, DNA binding, nucleus, regulation of transcription, DNA-templated, ectoderm development, central nervous system development, neuroblast development, cell differentiation, sequence-specific DNA binding, positive regulation of transcription by RNA polymerase II, generation of neurons, regulation of neural precursor cell proliferation"
"FBgn0004395"	"FBgn0004395"	"GO:0002164, GO:0003677, GO:0005737, GO:0007476, GO:0008270, GO:0008407, GO:0030182, GO:0046872, GO:0048749, GO:0050767"	"larval development, DNA binding, cytoplasm, imaginal disc-derived wing morphogenesis, zinc ion binding, chaeta morphogenesis, neuron differentiation, metal ion binding, compound eye development, regulation of neurogenesis"
"FBgn0004396"	"FBgn0004396"	"GO:0000987, GO:0003677, GO:0003700, GO:0005634, GO:0005700, GO:0007431, GO:0007435, GO:0008363, GO:0009953, GO:0035293, GO:0035497, GO:0043565, GO:0045893, GO:0045944"	"cis-regulatory region sequence-specific DNA binding, DNA binding, DNA-binding transcription factor activity, nucleus, polytene chromosome, salivary gland development, salivary gland morphogenesis, larval chitin-based cuticle development, dorsal/ventral pattern formation, chitin-based larval cuticle pattern formation, cAMP response element binding, sequence-specific DNA binding, positive regulation of transcription, DNA-templated, positive regulation of transcription by RNA polymerase II"
"FBgn0004397"	"FBgn0004397"	"GO:0005198, GO:0005925, GO:0007016, GO:0007155, GO:0015629, GO:0051015, GO:0098592"	"structural molecule activity, focal adhesion, cytoskeletal anchoring at plasma membrane, cell adhesion, actin cytoskeleton, actin filament binding, cytoplasmic side of apical plasma membrane"
"FBgn0004400"	"FBgn0004400"	"GO:0000122, GO:0000785, GO:0000792, GO:0003682, GO:0005634, GO:0030381, GO:0034587, GO:0045944, GO:0051276, GO:1990472, GO:1990511"	"negative regulation of transcription by RNA polymerase II, chromatin, heterochromatin, chromatin binding, nucleus, chorion-containing eggshell pattern formation, piRNA metabolic process, positive regulation of transcription by RNA polymerase II, chromosome organization, piRNA dual-strand cluster binding, piRNA biosynthetic process"
"FBgn0004401"	"FBgn0004401"	"GO:0000398, GO:0003677, GO:0003697, GO:0003727, GO:0005634, GO:0005703, GO:0048024, GO:0071011, GO:0071013"	"mRNA splicing, via spliceosome, DNA binding, single-stranded DNA binding, single-stranded RNA binding, nucleus, polytene chromosome puff, regulation of mRNA splicing, via spliceosome, precatalytic spliceosome, catalytic step 2 spliceosome"
"FBgn0004403"	"FBgn0004403"	"GO:0000028, GO:0000462, GO:0002181, GO:0003735, GO:0006412, GO:0022626, GO:0022627, GO:0048027, GO:0070181"	"ribosomal small subunit assembly, maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), cytoplasmic translation, structural constituent of ribosome, translation, cytosolic ribosome, cytosolic small ribosomal subunit, mRNA 5'-UTR binding, small ribosomal subunit rRNA binding"
"FBgn0004404"	"FBgn0004404"	"GO:0000028, GO:0000462, GO:0002181, GO:0003735, GO:0006412, GO:0022627, GO:0048027, GO:0070181"	"ribosomal small subunit assembly, maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), cytoplasmic translation, structural constituent of ribosome, translation, cytosolic small ribosomal subunit, mRNA 5'-UTR binding, small ribosomal subunit rRNA binding"
"FBgn0004406"	"FBgn0004406"	"GO:0003677, GO:0003887, GO:0005739, GO:0005760, GO:0006261, GO:0006264, GO:0008296, GO:0008408, GO:0045004"	"DNA binding, DNA-directed DNA polymerase activity, mitochondrion, gamma DNA polymerase complex, DNA-dependent DNA replication, mitochondrial DNA replication, 3'-5'-exodeoxyribonuclease activity, 3'-5' exonuclease activity, DNA replication proofreading"
"FBgn0004407"	"FBgn0004407"	"GO:0000002, GO:0005737, GO:0005739, GO:0005760, GO:0006261, GO:0006264, GO:0006281, GO:0007005"	"mitochondrial genome maintenance, cytoplasm, mitochondrion, gamma DNA polymerase complex, DNA-dependent DNA replication, mitochondrial DNA replication, DNA repair, mitochondrion organization"
"FBgn0004414"	"FBgn0004414"	"GO:0003674, GO:0005615, GO:0006952, GO:0032504"	"molecular_function, extracellular space, defense response, multicellular organism reproduction"
"FBgn0004419"	"FBgn0004419"	"GO:0000932, GO:0003723, GO:0003724, GO:0003729, GO:0005515, GO:0005524, GO:0005737, GO:0007279, GO:0010494, GO:0030707, GO:0033962, GO:0034063, GO:0035195, GO:0036464, GO:0043025, GO:0043186, GO:0046959, GO:0050688, GO:0060148, GO:0070971, GO:0071598, GO:0071683, GO:0090328, GO:0098794, GO:0150011, GO:1905618, GO:1990120, GO:1990124, GO:2000766"	"P-body, RNA binding, RNA helicase activity, mRNA binding, protein binding, ATP binding, cytoplasm, pole cell formation, cytoplasmic stress granule, ovarian follicle cell development, cytoplasmic mRNA processing body assembly, stress granule assembly, gene silencing by miRNA, cytoplasmic ribonucleoprotein granule, neuronal cell body, P granule, habituation, regulation of defense response to virus, positive regulation of posttranscriptional gene silencing, endoplasmic reticulum exit site, neuronal ribonucleoprotein granule, sensory dendrite, regulation of olfactory learning, postsynapse, regulation of neuron projection arborization, positive regulation of miRNA mediated inhibition of translation, messenger ribonucleoprotein complex assembly, messenger ribonucleoprotein complex, negative regulation of cytoplasmic translation"
"FBgn0004425"	"FBgn0004425"	"GO:0003796, GO:0005615, GO:0050829"	"lysozyme activity, extracellular space, defense response to Gram-negative bacterium"
"FBgn0004426"	"FBgn0004426"	"GO:0003796"	"lysozyme activity"
"FBgn0004427"	"FBgn0004427"	"GO:0003796, GO:0004568, GO:0005615, GO:0050829"	"lysozyme activity, chitinase activity, extracellular space, defense response to Gram-negative bacterium"
"FBgn0004428"	"FBgn0004428"	"GO:0003796, GO:0005615, GO:0045824, GO:0050829"	"lysozyme activity, extracellular space, negative regulation of innate immune response, defense response to Gram-negative bacterium"
"FBgn0004429"	"FBgn0004429"	"GO:0003796, GO:0005615, GO:0050829"	"lysozyme activity, extracellular space, defense response to Gram-negative bacterium"
"FBgn0004430"	"FBgn0004430"	"GO:0003796, GO:0005615, GO:0050829"	"lysozyme activity, extracellular space, defense response to Gram-negative bacterium"
"FBgn0004431"	"FBgn0004431"	"GO:0003796, GO:0005615, GO:0050829"	"lysozyme activity, extracellular space, defense response to Gram-negative bacterium"
